lot_id@address@number_of_spots@facility_name@facility_type@weekday_allowed_time@saturday_allowed_time@sunday_allowed_time@rate_1hr@rate_2hr@rate_3hr@rate_allday@disabled_spot_count@latitude@longitude
1@1801 6TH AV, SEATTLE, WA   98101@30@Vance BOA - Lot #60@SURFACE LOT@24 hours@24 hours@24 hours@9.0@18.0@-1.0@24.0@1@30.85823305926488@120.97487906044789
493@3010 1ST AV, SEATTLE, WA   98121@7@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.914056920115343@120.68752126603023
494@622 BROADWAY E, SEATTLE, WA   98102@18@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.99095128090195@121.25175870080572
495@2210 7TH AV, SEATTLE, WA   98121@26@@@24 hours@24 hours@24 hours@5.0@5.0@-1.0@17.0@0@30.90290745669144@120.91776705300958
496@1762 6TH AV S, SEATTLE, WA   98134@84@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.560735568122748@121.1772341174138
497@801 4TH AV, SEATTLE, WA   98104@130@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.764547814180464@121.05672302710316
498@110 YALE AV N, SEATTLE, WA   98109@16@@4@24 hours@24 hours@24 hours@4.0@8.0@-1.0@-1.0@0@30.927511629499982@121.09146303305818
499@4236 BROOKLYN AV NE, SEATTLE, WA   98105@22@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.37987487586145@121.36385708299308
500@2411 ALASKAN WY, SEATTLE, WA   98121@190@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.849317256415656@120.74102450843408
501@511 16TH AV E, SEATTLE, WA   98112@726@@@7am - 11pm@9am - 5pm@closed@5.0@7.0@-1.0@16.0@0@30.976233176420163@121.40404576904825
502@2500 ELLIOTT AV, SEATTLE, WA   98121@23@@@24 hours@24 hours@24 hours@5.0@5.0@-1.0@17.0@0@30.862872205671152@120.7456124265002
503@1044 4TH AV S, SEATTLE, WA   98134@180@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.629285363436015@121.12179844314835
504@215 1ST AV N, SEATTLE, WA   98109@22@@SURFACE LOT@24 hours@24 hours@24 hours@4.0@4.0@-1.0@7.0@1@30.938787061969627@120.65654764255024
505@1208 PINE ST, SEATTLE, WA   98101@49@@@24 hours@24 hours@24 hours@6.0@6.0@-1.0@10.0@0@30.881909558658514@121.11751313633808
506@1750 4TH AV S, SEATTLE, WA   98134@18@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.55834793910703@121.11562713231827
507@1917 4TH AV S, SEATTLE, WA   98134@7@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.54560991938659@121.09986325310858
508@2216 3RD AV, SEATTLE, WA   98121@97@@SURFACE LOT@24 hours@24 hours@24 hours@9.5@9.5@-1.0@16.5@0@30.872881633983972@120.85949399367497
509@622 BROADWAY E, SEATTLE, WA   98102@25@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.99095128090195@121.25175870080572
510@4200 SW EDMUNDS ST, SEATTLE, WA   98116@36@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.251539186117657@120.14740707740285
512@2331 42ND AV SW, SEATTLE, WA   98116@101@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.508162076856806@120.15362235912684
513@607 8TH AV S, SEATTLE, WA   98104@7@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.6778251797053@121.21563307791766
514@710 7TH AV S, SEATTLE, WA   98104@19@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.666479754392753@121.2047335657705
515@1720 4TH AV S, SEATTLE, WA   98134@80@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.568222554675348@121.11487454376872
516@3821 S FERDINAND ST, SEATTLE, WA   98118@39@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.229393459676235@121.87190566189575
517@159 S JACKSON ST, SEATTLE, WA   98104@6@Butler Parking@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.697312793251236@121.0506818497881
518@720 SENECA ST, SEATTLE, WA   98101@10@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.816940196000196@121.08836248345573
519@1625 S COLUMBIAN WAY, SEATTLE, WA 98108@45@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.28277363624526@121.39466299012753
520@221 6TH AV N, SEATTLE, WA   98109@28@@@24 hours@24 hours@24 hours@2.0@2.0@-1.0@15.0@0@30.93785334592558@120.83190326546992
521@616 6TH AV S, SEATTLE, WA   98104@30@Merchants Parking #27@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.675471705660442@121.16028214293573
522@1015 3RD AV # FL 12, SEATTLE, WA   98104@154@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.774948838725177@121.01407529206305
523@1010 BOYLSTON AV, SEATTLE, WA   98104@22@@@5pm - 7am@24 hours@24 hours@2.0@2.0@-1.0@2.0@0@30.833347842095@121.23407469141722
524@1412 12TH AV E, SEATTLE, WA 98102@36@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.860892832471887@121.32286021358898
525@1610 MELROSE AVE, SEATTLE, WA 98122@20@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.88616066664137@121.13383411576851
526@1001 E PINE ST, SEATTLE, WA   98122@32@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.879763510554607@121.27933321315487
527@1216 PINE ST, SEATTLE, WA 98101@6@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.88301023197262@121.12388695050576
528@1421 HARVARD AV, SEATTLE, WA   98122@19@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.860976164276952@121.21999394011056
529@1509 BROADWAY, SEATTLE, WA   98122@27@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.87193600210128@121.24167787757831
530@1531 7TH AVE, SEATTLE, WA 98101@30@Roosevelt Hotel Seattle@GARAGE@24 Hours@24 Hours@24 Hours@-1.0@-1.0@-1.0@-1.0@0@30.84847494783886@121.01941318923029
531@600 PINE ST, SEATTLE, WA 98101@1167@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.854821040888332@121.00263887750035
532@1800 9TH AVE, SEATTLE, WA 98101@301@@GARAGE@6:00am - 7:00pm@Closed@Closed@13.0@15.0@18.0@30.0@0@30.880488727667323@121.04131427005535
533@1101 PIKE ST, SEATTLE, WA   98101@18@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@1@30.859355429570034@121.1168442534598
534@1610 MELROSE AV, SEATTLE, WA   98122@22@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.88616066664137@121.13383411576851
535@800 CONVENTION PL, SEATTLE, WA 98101-2350@805@Convention Center@GARAGE@5:30am - 12:00am@5:30am - 12:00am@5:30am - 12:00am@5.0@8.0@10.0@29.0@0@30.844152231880923@121.06434280189836
536@1605 BELLEVUE AV, SEATTLE, WA   98122@30@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.883046679754834@121.142188501033
537@1600 7TH AVE, SEATTLE, WA 98101@69@1600 Seventh Ave@GARAGE@6:30am - 8:00pm@Closed@Closed@-1.0@-1.0@-1.0@-1.0@0@30.857893384461683@121.01975897499075
538@1801 TERRY AVE, SEATTLE, WA 98101@84@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.884921182283108@121.04611519702992
539@1551 9TH AV, SEATTLE, WA   98101@18@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.85873722910842@121.05486742145933
540@720 OLIVE WY, SEATTLE, WA   98101@250@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.869353902088164@121.01043275670446
541@1409 6TH AV, SEATTLE, WA   98101@170@WAC Garage@GARAGE@24 hours@24 hours@24 hours@9.0@12.0@15.0@35.0@5@30.82469388272996@121.02419478256608
542@815 PINE ST, SEATTLE, WA   98101@38@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.85873722910842@121.05486742145933
543@809 OLIVE WY, SEATTLE, WA   98101@44@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.866979194132462@121.03312705891436
544@1420 5TH AVE, SEATTLE, WA 98101@968@US Bank Centre@GARAGE@6:30am - 11:30pm@8:30am - 12:30am@9:00am - 11:30pm@-1.0@-1.0@-1.0@-1.0@0@30.828309441694877@121.01362417948945
545@@1130@PACIFIC PLACE@GARAGE@5:00am - 2:00am@5:00am - 2:00am@5:00am - 2:00am@6.0@9.0@11.0@28.0@0@30.858486533426948@120.99859633408377
546@2101 3RD AVE, SEATTLE, WA 98101@22@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.857850227667587@120.87863095731232
547@1900 5TH AV, SEATTLE, WA   98101@235@Westin Seattle Hotel - Valet@GARAGE@24 hours@24 hours@24 hours@-1.0@-1.0@-1.0@-1.0@0@30.866560479485067@120.955444009728
548@2021 5TH AV, SEATTLE, WA   98121@52@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@3@30.867316666482335@120.91943116922013
549@2201 4TH AV, SEATTLE, WA   98121@146@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.874432613034706@120.86772266793008
550@1526 2ND AVE, SEATTLE, WA 98101@25@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.823719788371772@120.93690752415134
551@1218 3RD AVE, SEATTLE, WA 98101@53@Seattle Tower - Lot #114@GARAGE@@@@7.0@-1.0@-1.0@-1.0@0@30.796035196326407@121.00050401007829
552@1430 1ST AV, SEATTLE, WA   98101@44@Metro Parking@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.807124945024203@120.93284635876479
553@2010 5TH AV, SEATTLE, WA   98121@388@Westin Building Garage - Lot #3@GARAGE@24 hours@24 hours@24 hours@9.0@12.0@15.0@32.0@0@30.868350035076094@120.93793190196968
554@1123 9TH AV, SEATTLE, WA   98101@310@@GARAGE@24 Hours@24 Hours@24 Hours@5.0@8.0@10.0@22.0@0@30.813825520140607@121.11445067789964
555@1522 14TH AV, SEATTLE, WA   98122@57@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.878289741617557@121.36674509813295
556@1532 13TH AV, SEATTLE, WA 98122@11@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.879876547245182@121.34604310953536
557@1106 SUMMIT AV, SEATTLE, WA   98114@242@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.83554247971133@121.20301392253869
558@1314 E PIKE ST, SEATTLE, WA   98122@10@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.870344870628607@121.34959561893452
559@1110 E PINE ST, SEATTLE, WA 98122@24@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.88453469122479@121.30551258578141
560@1518 BROADWAY, SEATTLE, WA   98122@4@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.873769166272098@121.25475109386797
561@5300 TALLMAN AVE NW, SEATTLE, WA 98107@459@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.470070926339815@120.25297660353989
562@@94@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.982357454165168@120.94311150391617
563@1403 WESTERN AV, SEATTLE, WA   98121@50@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.793411441705594@120.91064231084998
564@2230 7TH AVE, SEATTLE, WA 98121@20@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.90591754424609@120.90826388364397
565@1001 4TH AVE, SEATTLE, WA 98104@590@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.778638388832643@121.02693099221622
566@2020 5TH AVE, SEATTLE, WA 98121@74@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.872834343354132@120.9307269277527
567@2233 6TH AVE S, SEATTLE, WA 98134@30@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.510243124345603@121.14020288048513
568@615   WESTLAKE AVE N, SEATTLE, WA 98109-4307@240@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.991290944410633@120.94303489797609
569@5001 RAINIER AV S, SEATTLE, WA 98118@14@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.22092265408625@121.85865061451861
570@1414 NE 42ND ST, SEATTLE, WA 98105@125@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.371095647718235@121.39093252992446
571@5300 TALLMAN AVE NW, SEATTLE, WA 98107@9@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.470070926339815@120.25297660353989
572@4801 RAINIER AV S, SEATTLE, WA   98118@131@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.249054683030895@121.82908358522377
573@401 BROADWAY E, SEATTLE, WA 98102@230@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.964028319867335@121.23671204704
574@714 1ST AVE, SEATTLE, WA 98101@260@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.744324366566392@121.01918823447201
575@5310 SHILSHOLE AVE NW, SEATTLE, WA 98107@45@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.46059649092512@120.17371310992762
576@1406 BROADWAY, SEATTLE, WA   98122@30@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.85707225332316@121.25459852587753
578@900 12TH AV, SEATTLE, WA   98122@30@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.828407366165987@121.32235572594098
579@1515 7TH AVE, SEATTLE, WA 98101@410@Meridian Garage East@GARAGE@5:30am - 1:00am@5:30am - 1:00am@5:30am - 1:00am@-1.0@-1.0@-1.0@-1.0@0@30.838643850492296@121.04925451557469
580@1120 BROADWAY, SEATTLE, WA   98102@140@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.84465195163848@121.25747444266607
581@1215 SENECA ST, SEATTLE, WA 98101@27@@@@@@-1.0@-1.0@-1.0@-1.0@0@30.837521423714573@121.18520620158905
582@1120 BROADWAY, SEATTLE, WA 98102@212@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.84465195163848@121.25747444266607
583@1161 11TH AVE, SEATTLE, WA 98122@9@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.85277905024143@121.28877499271363
584@1526 BROADWAY, SEATTLE, WA 98112@11@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.877627559853348@121.25580656478486
585@1122 E MADISON ST, SEATTLE, WA   98122@35@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.85398397302184@121.30760219452915
586@1126 34TH AV, SEATTLE, WA 98122@52@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.849608996794657@121.78746890356845
587@1601 13TH AVE, SEATTLE, WA 98122@14@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.884745742743227@121.3347067351118
588@1300 E PIKE ST, SEATTLE, WA 98122@11@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.870800450959727@121.34211810989424
589@1145 BROADWAY, SEATTLE, WA 98122@293@The Polyclinic Broadway Garage@GARAGE@7:00am - 5:00pm@Closed@Closed@5.0@7.0@9.0@18.0@0@30.84971777540855@121.23836176045282
590@1320 E PINE ST, SEATTLE, WA 98112@52@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.883505038565264@121.34992822189855
591@1320 UNIVERSITY ST, SEATTLE, WA 09101@87@@SURFACE LOT@@@@-1.0@-1.0@-1.0@7.0@0@30.85458996398488@121.19120152717392
592@1400 6TH AV, SEATTLE, WA 98101@300@Sheraton Seattle Hotel - Valet@GARAGE@24 hours@24 hours@24 hours@16.0@19.0@-1.0@38.0@0@30.83197937302368@121.0352936294361
593@10 HARRISON ST, SEATTLE, WA   98109@52@Seattle Center Garage #25@SURFACE LOT@Self park location@Self park location@Self park location@5.0@5.0@-1.0@-1.0@0@30.96107745007504@120.64315246442264
594@600 WARREN AV N, SEATTLE, WA   98109@58@Seattle Center Lot #26@SURFACE LOT@24 Hours@24 Hours@24 Hours@10.0@10.0@-1.0@12.0@1@30.99014833412277@120.68893335022184
595@170 MERCER ST, SEATTLE, WA   98109@24@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@1@30.98966240511179@120.70271513333428
596@4535 ROOSEVELT WY NE, SEATTLE, WA   98105@145@45th and 9th@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.417621292023046@121.29626659955154
597@1511 DEXTER AV N, SEATTLE, WA   98109@17@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.079097908864938@120.88093049107519
598@4244 8TH AVE NE, SEATTLE, WA 98115@9@CoHo@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.373666080375223@121.27056736537271
599@4900 25TH AVE NE, SEATTLE, WA 98115@25@Office Depot@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.438847748256503@121.61256637572535
600@4763 BALLARD AVE NW, SEATTLE, WA 98107@45@Ballard Sheet Metal@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.433340439858252@120.22808631521166
601@1700 WESTLAKE AVE N, SEATTLE, WA 98109@197@Lake Union Building - Lot #102@@@@@2.0@-1.0@-1.0@12.0@0@31.0905166589373@120.92858514698757
602@4749 BALLARD AVE NW, SEATTLE, WA 98107@24@Ballard Hardware@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.426764218654768@120.23463404740012
603@2825 EASTLAKE AVE E, SEATTLE, WA 98102@155@Eastlake Garage@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@31.23346857512621@121.1635825186502
604@809 NE 45TH ST, SEATTLE, WA 98105@100@Petco@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.397822161195613@121.27559341654941
605@6559 15TH AVE NW, SEATTLE, WA 98117@25@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.585424789964403@120.29601700968288
606@5300 15TH AVE NW, SEATTLE, WA 98107@11@5300 17th Ave NW@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.471545497196338@120.31437840807128
607@1121 NE 45TH ST, SEATTLE, WA 98105@56@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.398940691324952@121.33577388076701
608@4715 25TH AVE NE, SEATTLE, WA 98105@39@Key Bank@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.427017139379235@121.58015345523876
609@4701 UNIVERSITY WAY NE, SEATTLE, WA 98105@36@B of A Garage@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@31.42584629250808@121.373988942958
610@7420 9TH AVE NE, SEATTLE, WA 98115@26@Apostolic Faith Church@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.64413703869497@121.29127030286013
611@4333 FREMONT AVE N, SEATTLE, WA 98103@13@Fremont@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.38631788815938@120.74873275029678
612@907 NE 45TH ST, SEATTLE, WA 98105@17@The Kennedy Building@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@31.39649266990395@121.28814997906353
613@743 N 35TH ST, SEATTLE, WA 98103@39@Fremont Lake View@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.27313605029546@120.78735893611676
614@660 ELLIOTT AVE W, SEATTLE, WA 98119@37@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.00564863714213@120.45777832308555
615@2003 W DRAVUS ST, SEATTLE, WA 98199@78@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.2543655217262@120.20790050594563
616@601 ELLIOTT AVE W, SEATTLE, WA 98119@150@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.98859968176566@120.4732280688016
617@1101 DEXTER AVE N, SEATTLE, WA 98109@406@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.037373534133142@120.87938825642331
618@901 DEXTER AV N, SEATTLE, WA   98109@43@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.018231061992914@120.87851941187871
619@3282 FUHRMAN AVE E, SEATTLE, WA 98102@40@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.291184174115493@121.24678190719693
620@1518 W DRAVUS ST, SEATTLE, WA 98119@12@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.258631628982098@120.297068227538
621@901 FAIRVIEW AVE N, SEATTLE, WA 98109@175@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.022545024610768@121.02762940930113
622@2501 EASTLAKE AVE E, SEATTLE, WA 98102@30@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.185768571319183@121.15608332069093
623@1001 FAIRVIEW AV N, SEATTLE, WA   98109@88@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@31.036972495586834@121.06337430693614
624@1100 FAIRVIEW AVE N, SEATTLE, WA 98109@21@@@@@@-1.0@-1.0@-1.0@-1.0@0@31.0316820893275@121.08668150750051
625@1818 YALE AV, SEATTLE, WA   98122@28@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.913900760514856@121.08882398298918
626@1717 BOYLSTON AV, SEATTLE, WA   98122@28@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.900344162242998@121.1983520249252
627@2100 E MADISON ST, SEATTLE, WA 98112@12@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.917420247328202@121.53102657921686
628@1807 HARVARD AV, SEATTLE, WA   98122@62@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.91135853055698@121.21973143641128
629@1701 BROADWAY, SEATTLE, WA   98122@36@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.898592070950066@121.23918502437874
630@321 15TH AVE E, SEATTLE, WA 98112@37@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.949687986987325@121.37813608457654
631@201 16TH AV E, SEATTLE, WA   98112@300@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.93663375141688@121.39299745058227
632@1732 BROADWAY, SEATTLE, WA   98122@30@Bonney Watson Broadway@SURFACE LOT@24 hours@24 hours@24 hours@4.0@4.0@6.0@10.0@0@30.904939259578942@121.25274170023236
633@230 BROADWAY E, SEATTLE, WA 98102@72@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.944590594717045@121.25293651078094
634@117 BELMONT AVE E, SEATTLE, WA 98102@17@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.923837982236297@121.18883548637311
635@110 SUMMIT AVE E, SEATTLE, WA 98102@10@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.921938191023674@121.1753367944896
636@1600 E OLIVE WY, SEATTLE, WA   98122@21@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.928292913172292@121.17630550973045
637@1305 STEWART ST, SEATTLE, WA 98109@204@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.920304422310323@121.09364758166113
638@1100 OLIVE WAY, SEATTLE, WA 98101@166@Met Park West - Lot #111@GARAGE@@@@13.0@-1.0@-1.0@30.0@0@30.889625205063552@121.07817741786123
639@1817 BOREN AV, SEATTLE, WA   98101@86@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.893723654781827@121.05544985366069
640@1900 9TH AV, SEATTLE, WA   98101@183@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.889657575482595@121.01675055246075
641@1730 MINOR AVE, SEATTLE, WA 98101@283@Met Park East - Lot #110@GARAGE@@@@13.0@16.0@-1.0@30.0@0@30.900659022736562@121.09856451046352
642@1820 MINOR AV, SEATTLE, WA   98101@22@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.910573350236284@121.06990014687125
643@1620 MELROSE AVE, SEATTLE, WA 98122@19@@GARAGE@@@@-1.0@-1.0@-1.0@-1.0@0@30.889752371339966@121.13364120299954
644@1204 HOWELL ST, SEATTLE, WA   98102@16@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.904190617396573@121.08330369556712
645@1901 MINOR AVE, SEATTLE, WA 98101@72@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@0@30.907533659447388@121.05399672996701
646@2115 WESTLAKE AV, SEATTLE, WA 98121@21@@SURFACE LOT@@@@-1.0@-1.0@-1.0@-1.0@1@30.90195507061817@120.94935723484994
647@1821 BOREN AVE, SEATTLE, WA 98101@100@Hilton Garden Inn Seattle@@6:00am - 11:00pm@6:00am - 11:00pm@6:00am - 11:00pm@-1.0@-1.0@-1.0@-1.0@0@30.897228074554405@121.04838528130759
648@2246 1ST AV S, SEATTLE, WA   98134@56@Stadium Parking Lot #98@SURFACE LOT@Self park location@Self park location@Self park location@-1.0@-1.0@-1.0@-1.0@0@30.51244942931806@121.0289794597952
649@173 N 35TH ST, SEATTLE, WA   98133@36@@SURFACE LOT@@@@7.0@7.0@-1.0@10.0@0@31.28599986964201@120.67401271246656
650@2210 1ST AV, SEATTLE, WA@29@Belltown Lot #82@SURFACE LOT@@@@12.0@12.0@-1.0@20.0@1@30.85629356741601@120.83269028517857
651@1920 TERRY AV, SEATTLE, WA   98101@27@Denny Triangle Lot #14@SURFACE LOT@@@@10.0@10.0@-1.0@15.0@0@30.89992156224173@121.02326720849496
652@2317 WESTERN AV, SEATTLE, WA   98121@28@Belltown Lot #102@SURFACE LOT@@@@7.0@7.0@-1.0@12.0@0@30.855723403029863@120.78173467743913
653@115 MERCER ST, SEATTLE, WA   98109@23@Seattle Center Lot #9@SURFACE LOT@Self park location@Self park location@Self park location@7.0@7.0@-1.0@10.0@0@30.98380451129499@120.67987158424924
654@5 W HARRISON ST, SEATTLE, WA   98119@17@Queen Anne #100@SURFACE LOT@6:00am - 6:00pm@Self park location@Self park location@5.0@5.0@-1.0@10.0@1@30.956888711057307@120.63606554231556
655@201 ROY ST, SEATTLE, WA   98109@60@Seattle Opera Lot #12@SURFACE LOT@Self park location@Self park location@Self park location@10.0@10.0@-1.0@12.0@0@30.994725676294753@120.71322897244309
656@700 5TH AV, SEATTLE, WA 98104@643@SMT Garage@GARAGE@6am-10pm@CLOSED@CLOSED@9.0@12.0@-1.0@24.0@0@30.765764246191885@121.09468631144338
657@1200 6TH AV, SEATTLE, WA   98101@165@Park Place Building@GARAGE@6:00am - 6:00pm@Closed@Closed@-1.0@-1.0@-1.0@-1.0@6@30.811880776287563@121.05848343872553
658@114 JAMES ST, SEATTLE, WA   98104@435@Butler Garage@GARAGE@6:30am - 10:00pm@10:00am - 2:00am@Closed@4.0@11.5@-1.0@25.0@11@30.736114557363702@121.04052989368371
